Physical Lane,PCS Lane Marker Lock,PCS Lane Marker Map,Relative Lane Skew (ns),PCS Lane Marker Error Count,FEC Symbol Error Count,FEC Corrected Bits Count,FEC Symbol Error Rate,FEC Corrected Bit Rate
Port 1
Totals, Lock,all,6.023,0.0,0.0,158.0,0.000000e+00,1.739071e-10,
Lane-0,Lock,0,0.0,0,0,2,0.000000e+00,2.233589e-12,
Lane-1,Lock,16,0.0,0,0,1,0.000000e+00,1.116794e-12,
Lane-2,Lock,1,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-3,Lock,17,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-4,Lock,2,0.0,0,0,27,0.000000e+00,3.015345e-11,
Lane-5,Lock,18,0.0,0,0,9,0.000000e+00,1.005115e-11,
Lane-6,Lock,3,0.0,0,0,2,0.000000e+00,2.233589e-12,
Lane-7,Lock,19,0.0,0,0,1,0.000000e+00,1.116794e-12,
Lane-8,Lock,4,6.023,0,0,0,0.000000e+00,0.000000e+00,
Lane-9,Lock,20,6.023,0,0,2,0.000000e+00,2.233589e-12,
Lane-10,Lock,5,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-11,Lock,21,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-12,Lock,6,3.011,0,0,1,0.000000e+00,1.100749e-12,
Lane-13,Lock,22,3.011,0,0,1,0.000000e+00,1.100749e-12,
Lane-14,Lock,7,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-15,Lock,23,0.0,0,0,0,0.000000e+00,0.000000e+00,
Lane-16,Lock,24,3.011,0,0,14,0.000000e+00,1.541048e-11,
Lane-17,Lock,8,0.0,0,0,25,0.000000e+00,2.751872e-11,
Lane-18,Lock,25,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-19,Lock,9,0.0,0,0,1,0.000000e+00,1.100749e-12,
Lane-20,Lock,10,6.023,0,0,0,0.000000e+00,0.000000e+00,
Lane-21,Lock,26,6.023,0,0,1,0.000000e+00,1.100749e-12,
Lane-22,Lock,11,0.0,0,0,0,0.000000e+00,0.000000e+00,
Lane-23,Lock,27,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-24,Lock,12,3.011,0,0,29,0.000000e+00,3.192171e-11,
Lane-25,Lock,28,3.011,0,0,38,0.000000e+00,4.117952e-11,
Lane-26,Lock,13,3.011,0,0,1,0.000000e+00,1.083672e-12,
Lane-27,Lock,29,3.011,0,0,1,0.000000e+00,1.083672e-12,
Lane-28,Lock,14,3.011,0,0,1,0.000000e+00,1.083672e-12,
Lane-29,Lock,30,3.011,0,0,1,0.000000e+00,1.083672e-12,
Lane-30,Lock,15,0.0,0,0,0,0.000000e+00,0.000000e+00,
Lane-31,Lock,31,0.0,0,0,0,0.000000e+00,0.000000e+00,



Port 3
Totals, Lock,all,6.023,0.0,0.0,374.0,0.000000e+00,3.992231e-10,
Lane-0,Lock,0,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-1,Lock,16,6.023,0,0,0,0.000000e+00,0.000000e+00,
Lane-2,Lock,1,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-3,Lock,17,6.023,0,0,0,0.000000e+00,0.000000e+00,
Lane-4,Lock,2,3.011,0,0,2,0.000000e+00,2.167343e-12,
Lane-5,Lock,18,6.023,0,0,1,0.000000e+00,1.083672e-12,
Lane-6,Lock,3,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-7,Lock,19,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-8,Lock,4,0.0,0,0,0,0.000000e+00,0.000000e+00,
Lane-9,Lock,20,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-10,Lock,5,0.0,0,0,0,0.000000e+00,0.000000e+00,
Lane-11,Lock,21,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-12,Lock,22,6.023,0,0,3,0.000000e+00,3.203942e-12,
Lane-13,Lock,6,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-14,Lock,23,6.023,0,0,0,0.000000e+00,0.000000e+00,
Lane-15,Lock,7,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-16,Lock,8,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-17,Lock,24,6.023,0,0,0,0.000000e+00,0.000000e+00,
Lane-18,Lock,9,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-19,Lock,25,6.023,0,0,0,0.000000e+00,0.000000e+00,
Lane-20,Lock,10,3.011,0,0,272,0.000000e+00,2.904907e-10,
Lane-21,Lock,26,6.023,0,0,56,0.000000e+00,5.980691e-11,
Lane-22,Lock,11,3.011,0,0,11,0.000000e+00,1.174779e-11,
Lane-23,Lock,27,6.023,0,0,4,0.000000e+00,4.271922e-12,
Lane-24,Lock,28,0.0,0,0,0,0.000000e+00,0.000000e+00,
Lane-25,Lock,12,0.0,0,0,0,0.000000e+00,0.000000e+00,
Lane-26,Lock,29,6.023,0,0,0,0.000000e+00,0.000000e+00,
Lane-27,Lock,13,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-28,Lock,14,3.011,0,0,8,0.000000e+00,8.543844e-12,
Lane-29,Lock,30,6.023,0,0,17,0.000000e+00,1.790698e-11,
Lane-30,Lock,15,3.011,0,0,0,0.000000e+00,0.000000e+00,
Lane-31,Lock,31,6.023,0,0,0,0.000000e+00,0.000000e+00,



